open,high,low,close,volume,datetime,date,ticker,close_t+1,close_t+3,close_t+5,close_t+7,open_close_t+1_%chg,open_close_t+3_%chg,open_close_t+5_%chg,open_close_t+7_%chg
1.0,1.0,1.0,1.0,5000,2020-04-08 01:00:00.000000,2020-04-08,GHIVW,1.5,1.48,1.5,1.5,0.5,0.48,0.5,0.5
1.5,1.5,1.5,1.5,1300,2020-04-15 01:00:00.000000,2020-04-15,GHIVW,1.5,1.5,1.5,1.45,0.0,0.0,0.0,-0.03
1.5,1.5,1.5,1.5,190,2020-04-17 01:00:00.000000,2020-04-17,GHIVW,1.48,1.5,1.5,1.3,-0.01,0.0,0.0,-0.13
1.27,1.48,1.27,1.48,12600,2020-04-21 01:00:00.000000,2020-04-21,GHIVW,1.5,1.5,1.45,1.15,0.18,0.18,0.14,-0.1
1.35,1.5,1.35,1.5,200,2020-04-27 01:00:00.000000,2020-04-27,GHIVW,1.5,1.5,1.3,1.07,0.11,0.11,-0.04,-0.21
1.5,1.5,1.5,1.5,4799,2020-04-28 01:00:00.000000,2020-04-28,GHIVW,1.5,1.45,1.15,1.5,0.0,-0.03,-0.23,0.0
1.5,1.5,1.5,1.5,2601,2020-05-05 01:00:00.000000,2020-05-05,GHIVW,1.5,1.3,1.07,1.29,0.0,-0.13,-0.29,-0.14
1.5,1.5,1.5,1.5,1328,2020-05-06 01:00:00.000000,2020-05-06,GHIVW,1.45,1.15,1.5,1.48,-0.03,-0.23,0.0,-0.01
1.45,1.45,1.45,1.45,4009,2020-05-11 01:00:00.000000,2020-05-11,GHIVW,1.3,1.07,1.29,1.48,-0.1,-0.26,-0.11,0.02
1.25,1.3,1.25,1.3,846,2020-05-15 01:00:00.000000,2020-05-15,GHIVW,1.15,1.5,1.48,1.44,-0.08,0.2,0.18,0.15
1.15,1.15,1.15,1.15,1200,2020-05-20 01:00:00.000000,2020-05-20,GHIVW,1.07,1.29,1.48,1.48,-0.07,0.12,0.29,0.29
1.15,1.15,1.02,1.07,1901,2020-05-21 01:00:00.000000,2020-05-21,GHIVW,1.5,1.48,1.44,1.44,0.3,0.29,0.25,0.25
1.5,1.5,1.5,1.5,102,2020-05-28 01:00:00.000000,2020-05-28,GHIVW,1.29,1.48,1.48,1.48,-0.14,-0.01,-0.01,-0.01
1.48,1.48,1.29,1.29,2200,2020-06-09 01:00:00.000000,2020-06-09,GHIVW,1.48,1.44,1.44,1.65,0.0,-0.03,-0.03,0.11
1.48,1.48,1.29,1.48,26085,2020-06-10 01:00:00.000000,2020-06-10,GHIVW,1.48,1.48,1.48,1.62,-0.0,0.0,0.0,0.09
1.48,1.48,1.4,1.48,25571,2020-06-11 01:00:00.000000,2020-06-11,GHIVW,1.44,1.44,1.65,1.59,-0.03,-0.03,0.11,0.08
1.44,1.44,1.44,1.44,111,2020-06-12 01:00:00.000000,2020-06-12,GHIVW,1.48,1.48,1.62,1.6,0.03,0.03,0.13,0.11
1.4,1.48,1.4,1.48,13750,2020-06-15 01:00:00.000000,2020-06-15,GHIVW,1.44,1.65,1.59,1.74,0.03,0.18,0.14,0.24
1.46,1.48,1.44,1.44,6098,2020-06-17 01:00:00.000000,2020-06-17,GHIVW,1.48,1.62,1.6,1.8,0.02,0.11,0.1,0.24
1.48,1.49,1.44,1.48,79804,2020-06-18 01:00:00.000000,2020-06-18,GHIVW,1.65,1.59,1.74,1.6,0.11,0.08,0.18,0.08
1.5,1.65,1.5,1.65,8995,2020-06-23 01:00:00.000000,2020-06-23,GHIVW,1.62,1.6,1.8,1.8,0.08,0.07,0.2,0.2
1.62,1.65,1.62,1.62,6806,2020-06-24 01:00:00.000000,2020-06-24,GHIVW,1.59,1.74,1.6,1.78,-0.02,0.07,-0.01,0.1
1.55,1.6,1.55,1.59,2500,2020-06-25 01:00:00.000000,2020-06-25,GHIVW,1.6,1.8,1.8,1.8,0.03,0.16,0.16,0.16
1.6,1.6,1.6,1.6,508,2020-06-26 01:00:00.000000,2020-06-26,GHIVW,1.74,1.6,1.78,1.8,0.09,0.0,0.11,0.12
1.6,1.8,1.6,1.74,36472,2020-06-29 01:00:00.000000,2020-06-29,GHIVW,1.8,1.8,1.8,1.91,0.12,0.12,0.12,0.19
1.61,1.8,1.55,1.8,10929,2020-06-30 01:00:00.000000,2020-06-30,GHIVW,1.6,1.78,1.8,1.93,-0.01,0.11,0.12,0.2
1.8,1.8,1.6,1.6,20704,2020-07-01 01:00:00.000000,2020-07-01,GHIVW,1.8,1.8,1.91,1.96,0.0,0.0,0.06,0.09
1.79,1.8,1.79,1.8,12341,2020-07-02 01:00:00.000000,2020-07-02,GHIVW,1.78,1.8,1.93,,-0.01,0.01,0.08,
1.79,1.8,1.6,1.78,4245,2020-07-06 01:00:00.000000,2020-07-06,GHIVW,1.8,1.91,1.96,,0.01,0.07,0.09,
1.79,1.8,1.6,1.8,5589,2020-07-07 01:00:00.000000,2020-07-07,GHIVW,1.8,1.93,,,0.01,0.08,,
1.8,1.8,1.8,1.8,1702,2020-07-08 01:00:00.000000,2020-07-08,GHIVW,1.91,1.96,,,0.06,0.09,,
1.6,2.0,1.6,1.91,13962,2020-07-10 01:00:00.000000,2020-07-10,GHIVW,1.93,,,,0.2,,,
1.81,2.0,1.81,1.93,3037,2020-07-13 01:00:00.000000,2020-07-13,GHIVW,1.96,,,,0.08,,,
1.81,1.96,1.75,1.96,21988,2020-07-14 01:00:00.000000,2020-07-14,GHIVW,,,,,,,,
